x,y
0.0,5.683570765056164
0.20408163265306123,2.2454548373344143
0.40816326530612246,6.120241940815832
0.6122448979591837,10.650218003406223
0.8163265306122449,2.225817882734841
1.0204081632653061,2.795662570522736
1.2244897959183674,12.640420595654408
1.4285714285714286,9.567785890662503
1.6326530612244898,4.577742605935402
1.836734693877551,11.040663608183886
2.0408163265306123,7.621770344767342
2.2448979591836737,9.42945202348566
2.4489795918367347,14.995400695606095
2.6530612244897958,6.454923224857618
2.857142857142857,9.840716959883816
3.0612244897959187,18.306096714478187
3.2653061224489797,18.913853561176698
3.4693877551020407,28.617967191922638
3.673469387755102,25.783578081369374
3.8775510204081636,26.747394446259825
4.081632653061225,44.83061785543659
4.285714285714286,40.275200130220384
4.4897959183673475,45.85167684184862
4.6938775510204085,42.708495637029365
4.8979591836734695,51.63677025909004
5.1020408163265305,59.647990707816305
5.3061224489795915,58.28135031363818
5.510204081632653,71.06599529789247
5.714285714285714,71.54374532591618
5.918367346938775,78.6561501598216
6.122448979591837,82.88201254485054
6.326530612244898,101.13610978968342
6.530612244897959,97.99965256852192
6.73469387755102,99.17925043643666
6.938775510204081,115.18944259466838
7.142857142857143,111.7896593011653
7.346938775510204,125.96360160684385
7.551020408163265,122.35458565715253
7.755102040816327,132.95390524072235
7.959183673469388,148.22928743715485
8.16326530612245,158.79570649431272
8.36734693877551,164.02685390074367
8.571428571428571,170.86665654724246
8.775510204081632,178.42251150955872
8.979591836734695,181.22679862792134
9.183673469387756,193.91981269396982
9.387755102040817,204.3237116012611
9.591836734693878,221.2286348712029
9.795918367346939,227.1854800359306
10.0,226.38479922318632
